Date	Team	Opp	BO	Pos	PA	H	2B	3B	HR	R	RBI	SB	CS	BB%	K%	ISO	BABIP	AVG	OBP	SLG	wOBA	wRC+
"<a href=""wins.aspx?date=2017-07-07&team=Nationals&dh=0"">2017-07-07</a>"	WSN	ATL	3	RF	5	1	0	0	0	1	0	0	0	0.00%	0.00%	0	0.2	0.2	0.2	0.2	0.175	-1
"<a href=""wins.aspx?date=2017-07-06&team=Nationals&dh=0"">2017-07-06</a>"	WSN	ATL	3	RF	4	1	1	0	0	0	0	0	0	0.00%	0.00%	0.25	0.25	0.25	0.25	0.5	0.308	86
"<a href=""wins.aspx?date=2017-07-04&team=Nationals&dh=0"">2017-07-04</a>"	WSN	NYM	3	RF	5	3	0	0	0	3	2	0	0	20.00%	0.00%	0	0.75	0.75	0.8	0.75	0.664	321
"<a href=""wins.aspx?date=2017-07-03&team=Nationals&dh=0"">2017-07-03</a>"	WSN	NYM	3	RF	4	1	0	0	0	0	0	0	0	25.00%	25.00%	0	0.5	0.333	0.5	0.333	0.392	142
"<a href=""wins.aspx?date=2017-07-02&team=Nationals&dh=0"">2017-07-02</a>"	WSN	@STL	3	RF	5	3	1	0	2	2	4	0	0	0.00%	0.00%	1.4	0.333	0.6	0.6	2	1.038	566
"<a href=""wins.aspx?date=2017-07-01&team=Nationals&dh=0"">2017-07-01</a>"	WSN	@STL	3	RF	4	1	0	0	0	1	0	0	0	25.00%	0.00%	0	0.333	0.333	0.5	0.333	0.392	142
"<a href=""wins.aspx?date=2017-06-30&team=Nationals&dh=0"">2017-06-30</a>"	WSN	@STL	3	RF	4	0	0	0	0	1	0	0	0	50.00%	0.00%	0	0	0	0.5	0	0.346	111
"<a href=""wins.aspx?date=2017-06-29&team=Nationals&dh=0"">2017-06-29</a>"	WSN	CHC	3	RF	4	0	0	0	0	1	0	0	0	25.00%	75.00%	0	0	0	0.25	0	0.173	-3
"<a href=""wins.aspx?date=2017-06-28&team=Nationals&dh=0"">2017-06-28</a>"	WSN	CHC	3	RF	5	2	2	0	0	1	2	0	0	20.00%	0.00%	0.5	0.5	0.5	0.6	1	0.631	299
"<a href=""wins.aspx?date=2017-06-27&team=Nationals&dh=0"">2017-06-27</a>"	WSN	CHC	3	RF	5	0	0	0	0	0	0	0	0	20.00%	20.00%	0	0	0	0.2	0	0.139	-25
"<a href=""wins.aspx?date=2017-06-26&team=Nationals&dh=0"">2017-06-26</a>"	WSN	CHC	3	RF	5	3	0	0	0	0	0	0	0	0.00%	20.00%	0	0.75	0.6	0.6	0.6	0.526	229
"<a href=""wins.aspx?date=2017-06-25&team=Nationals&dh=0"">2017-06-25</a>"	WSN	CIN	3	RF	4	3	1	0	0	0	0	0	0	25.00%	0.00%	0.333	1	1	1	1.333	0.919	488
"<a href=""wins.aspx?date=2017-06-24&team=Nationals&dh=0"">2017-06-24</a>"	WSN	CIN	3	RF	4	1	0	0	0	0	0	0	0	0.00%	75.00%	0	1	0.25	0.25	0.25	0.219	28
"<a href=""wins.aspx?date=2017-06-23&team=Nationals&dh=0"">2017-06-23</a>"	WSN	CIN	3	RF	6	1	0	0	0	0	1	0	0	16.70%	16.70%	0	0.25	0.2	0.333	0.2	0.262	55
"<a href=""wins.aspx?date=2017-06-21&team=Nationals&dh=0"">2017-06-21</a>"	WSN	@MIA	3	RF	4	0	0	0	0	0	0	0	0	0.00%	50.00%	0	0	0	0	0	0	-100
"<a href=""wins.aspx?date=2017-06-20&team=Nationals&dh=0"">2017-06-20</a>"	WSN	@MIA	3	RF	5	1	0	0	0	2	2	0	0	20.00%	20.00%	0	0.333	0.25	0.4	0.25	0.219	28
"<a href=""wins.aspx?date=2017-06-19&team=Nationals&dh=0"">2017-06-19</a>"	WSN	@MIA	3	RF	5	1	0	0	1	1	2	0	0	20.00%	0.00%	0.75	0	0.25	0.4	1	0.534	235
"<a href=""wins.aspx?date=2017-06-18&team=Nationals&dh=0"">2017-06-18</a>"	WSN	@NYM	3	RF	4	1	0	0	0	0	0	0	0	25.00%	25.00%	0	0.5	0.333	0.5	0.333	0.392	142
"<a href=""wins.aspx?date=2017-06-17&team=Nationals&dh=0"">2017-06-17</a>"	WSN	@NYM	3	RF	5	1	0	0	0	0	0	0	0	0.00%	0.00%	0	0.2	0.2	0.2	0.2	0.175	-1
"<a href=""wins.aspx?date=2017-06-16&team=Nationals&dh=0"">2017-06-16</a>"	WSN	@NYM	3	RF	5	3	1	0	0	1	1	0	0	0.00%	0.00%	0.2	0.6	0.6	0.6	0.8	0.597	276
"<a href=""wins.aspx?date=2017-06-15&team=Nationals&dh=0"">2017-06-15</a>"	WSN	@NYM	3	RF	5	1	0	0	1	1	1	0	0	20.00%	20.00%	0.75	0	0.25	0.4	1	0.534	235
"<a href=""wins.aspx?date=2017-06-14&team=Nationals&dh=0"">2017-06-14</a>"	WSN	ATL	2	RF	4	1	0	0	0	0	0	0	0	0.00%	25.00%	0	0.333	0.25	0.25	0.25	0.219	28
"<a href=""wins.aspx?date=2017-06-13&team=Nationals&dh=0"">2017-06-13</a>"	WSN	ATL	3	RF	5	1	0	0	0	1	2	0	0	0.00%	0.00%	0	0.2	0.2	0.2	0.2	0.175	-1
"<a href=""wins.aspx?date=2017-06-12&team=Nationals&dh=0"">2017-06-12</a>"	WSN	ATL	2	RF	6	1	0	0	1	2	1	0	0	33.30%	16.70%	0.75	0	0.25	0.5	1	0.561	252
"<a href=""wins.aspx?date=2017-06-11&team=Nationals&dh=0"">2017-06-11</a>"	WSN	TEX	2	RF	4	1	0	0	0	0	0	0	0	0.00%	0.00%	0	0.25	0.25	0.25	0.25	0.219	28
"<a href=""wins.aspx?date=2017-06-10&team=Nationals&dh=0"">2017-06-10</a>"	WSN	TEX	2	RF	5	1	1	0	0	1	0	0	0	20.00%	20.00%	0.25	0.333	0.25	0.4	0.5	0.385	137
"<a href=""wins.aspx?date=2017-06-09&team=Nationals&dh=0"">2017-06-09</a>"	WSN	TEX	3	RF	4	1	0	0	0	0	0	0	0	0.00%	50.00%	0	0.5	0.25	0.25	0.25	0.219	28
"<a href=""wins.aspx?date=2017-06-08&team=Nationals&dh=0"">2017-06-08</a>"	WSN	BAL	3	RF	5	3	1	0	0	1	1	1	0	20.00%	20.00%	0.25	1	0.75	0.8	1	0.735	367
"<a href=""wins.aspx?date=2017-06-07&team=Nationals&dh=0"">2017-06-07</a>"	WSN	@LAD	3	RF	4	0	0	0	0	0	0	0	0	0.00%	50.00%	0	0	0	0	0	0	-100
